codigo_ibge,anomes_s,qtd_familias_beneficiarias_bolsa_familia_s,valor_repassado_bolsa_familia_s,pbf_vlr_medio_benef_f
210015,202403,2697,1926241,714.75
210020,202403,6650,4434340,666.92
210030,202403,4109,3029554,737.48
210040,202403,1839,1265986,688.41
210043,202403,4340,3061628,706.75
210047,202403,5561,3952627,710.78
210050,202403,1807,1320481,730.76
210055,202403,1811,1304126,720.11
210060,202403,6141,4781080,780.46
210070,202403,6221,4275990,687.35
210080,202403,4234,3073932,726.01
210083,202403,5024,3528026,702.23
210087,202403,2135,1542205,722.68
210090,202403,8374,5847018,699.49
210095,202403,5187,4036200,778.74
210100,202403,4897,3418260,698.6
210110,202403,2908,1996365,687.45
210120,202403,18957,13049604,688.96
210125,202403,3543,2522068,711.85
210130,202403,3296,2311799,701.61
210135,202403,1362,944601,693.54
210140,202403,12952,9013291,699.46
210150,202403,3674,2512730,684.29
210160,202403,14892,11004849,738.98
210170,202403,13393,9795358,732.2
210173,202403,2142,1711967,799.61
210177,202403,2567,1841769,717.48
210180,202403,1148,795440,692.89
210190,202403,4590,3110206,677.75
210193,202403,1020,711686,698.42
210197,202403,1668,1212292,727.67
210200,202403,6730,4807944,714.72
210203,202403,5179,3879001,749.13
210207,202403,2735,1869554,683.57
210210,202403,6806,4850235,712.75
210215,202403,1956,1425129,728.97
210220,202403,6997,5178210,740.17
210230,202403,5117,3624032,709.07
210232,202403,9482,7047454,743.87
210235,202403,2694,1937394,719.15
210237,202403,3671,2582654,703.91
210240,202403,2168,1526761,704.23
210250,202403,5543,3968653,716.62
210255,202403,1822,1255066,688.84
210260,202403,4429,3148458,710.87
210270,202403,3942,2737331,695.64
210275,202403,2450,1745770,714.02
210280,202403,4245,2928211,690.94
210290,202403,6934,4926861,711.05
210300,202403,17836,12644629,709.65
210310,202403,2613,1762381,674.47
210312,202403,2566,1864976,726.8
210315,202403,3170,2389117,754.14
210317,202403,3935,2962362,753.02
210320,202403,21361,15410763,721.44
210325,202403,2691,1906986,708.92
210330,202403,19525,14387779,736.89
210340,202403,9549,6699634,701.61
210350,202403,8600,5999748,697.89
210355,202403,2926,2225301,760.53
210360,202403,9773,6896256,705.72
210370,202403,8960,6164439,688.07
210375,202403,1753,1235196,704.62
210380,202403,4362,3052406,700.9
210390,202403,3113,2227897,716.14
210400,202403,3713,2614842,705.38
210405,202403,4547,3172472,698.01
210407,202403,1549,1105040,714.31
210408,202403,2610,2041621,782.23
210409,202403,3394,2398361,706.65
210410,202403,2641,1844641,700.32
210420,202403,3252,2377617,731.12
210430,202403,1973,1414507,717.66
210440,202403,3448,2451420,710.97
210450,202403,1731,1227454,709.1
210455,202403,2885,2002428,694.08
210460,202403,2553,1787212,700.04
210462,202403,1299,926088,712.92
210465,202403,2320,1631773,704.87
210467,202403,4757,3458495,727.03
210470,202403,1200,838524,698.77
210480,202403,12669,9506083,750.76
210490,202403,2278,1568380,689.09
210500,202403,5945,4547456,765.05
210510,202403,6494,4620417,712.15
210515,202403,2971,2182485,735.59
210520,202403,2137,1507207,705.62
210530,202403,30512,21182391,694.48
210535,202403,3465,2614152,754.66
210540,202403,10426,7501701,720.0
210542,202403,4367,3086503,707.1
210545,202403,1804,1276779,708.93
210547,202403,3068,2478554,808.66
210550,202403,3552,2542579,716.02
210560,202403,3147,2298294,730.31
210565,202403,1035,734561,712.47
210570,202403,9204,6523744,709.1
210580,202403,2019,1416018,701.35
210590,202403,3313,2388588,720.97
210592,202403,2454,1725003,702.94
210594,202403,1664,1157123,695.8
210596,202403,2588,1922971,744.47
210598,202403,1620,1183750,730.71
210600,202403,2088,1442448,690.83
210610,202403,2388,1638876,687.45
210620,202403,2204,1537564,697.62
210630,202403,2560,1843020,719.93
210632,202403,4877,3497949,717.68
210635,202403,1444,1085011,751.39
210637,202403,2273,1686033,741.77
210640,202403,4355,3182269,730.72
210650,202403,5920,4159491,702.85
210660,202403,6307,4690862,743.75
210663,202403,2406,1679221,698.22
210667,202403,1684,1214616,721.27
210670,202403,5157,3665494,710.78
210675,202403,4366,3009848,689.38
210680,202403,4240,2912697,686.96
210690,202403,7196,5072418,721.54
210700,202403,2002,1413049,705.82
210710,202403,4453,3337192,750.1
210720,202403,2701,2033701,752.94
210725,202403,888,627468,708.2
210730,202403,1148,785155,683.93
210735,202403,3469,2510139,723.59
210740,202403,4141,2911693,703.65
210745,202403,3469,2407826,694.1
210750,202403,17904,12541210,700.59
210760,202403,5434,3714646,683.72
210770,202403,4819,3410544,708.02
210780,202403,5669,4077691,719.3
210790,202403,3745,2667152,712.19
210800,202403,4050,2834904,699.98
210805,202403,3795,2848346,750.75
210810,202403,4326,3099291,716.43
210820,202403,4711,3266989,694.66
210825,202403,7673,5491153,716.02
210830,202403,7379,5489796,744.48
210840,202403,4018,2679292,666.82
210845,202403,4896,3491598,713.3
210850,202403,5780,4168360,722.67
210860,202403,16421,11373545,692.62
210870,202403,5264,3661047,696.15
210880,202403,3282,2306282,702.92
210890,202403,4358,2946313,676.07
210900,202403,2691,1866798,693.72
210905,202403,2001,1354995,677.16
210910,202403,5086,3528376,694.7
210920,202403,2802,2064186,736.68
210923,202403,1513,1052449,696.52
210927,202403,3597,2732552,760.73
210930,202403,2174,1641137,754.89
210940,202403,2817,2023959,718.48
210945,202403,6798,4816540,709.46
210950,202403,3577,2563901,716.77
210955,202403,1058,754393,713.71
210960,202403,6237,4234389,679.57
210970,202403,1236,863625,700.43
210975,202403,1343,949645,707.11
210980,202403,8191,5686072,694.61
210990,202403,12286,8741523,713.07
211000,202403,10861,8038142,740.3
211003,202403,5122,3593542,702.41
211010,202403,6543,4780462,730.96
211020,202403,8131,5778159,710.72
211023,202403,1851,1315119,712.42
211027,202403,3443,2486931,722.73
211030,202403,3177,2225273,700.65
211040,202403,4280,3274119,765.16
211050,202403,7776,5311315,683.13
211060,202403,6742,4722281,700.43
211065,202403,1881,1338594,711.64
211070,202403,7233,5098322,706.14
211080,202403,875,604859,691.27
211085,202403,1653,1194723,722.76
211090,202403,2784,1971072,708.25
211100,202403,6676,4484842,671.89
211102,202403,2775,2049919,738.98
211105,202403,1864,1332351,714.78
211107,202403,3670,2721888,741.66
211110,202403,4880,3377809,693.17
211120,202403,30369,20879175,687.86
211125,202403,1312,929060,711.92
211130,202403,126735,85931744,678.3
211140,202403,3750,2649153,706.63
211150,202403,7025,5004090,712.63
211153,202403,1815,1330014,733.19
211157,202403,936,659200,705.03
211160,202403,3634,2513411,692.4
211163,202403,1239,898510,725.19
211167,202403,1445,994390,688.16
211170,202403,6848,4545164,663.82
211172,202403,1893,1325913,702.28
211174,202403,2804,2103010,750.0
211176,202403,3108,2226102,716.25
211178,202403,5159,3495855,677.62
211180,202403,3480,2517129,723.73
211190,202403,2741,1904803,695.44
211195,202403,1193,828950,695.43
211200,202403,1318,961136,729.24
211210,202403,5013,3690031,736.09
211220,202403,27679,20100175,726.21
211223,202403,3403,2310231,681.08
211227,202403,1398,1030470,737.1
211230,202403,7169,5046702,704.45
211240,202403,9722,6921980,712.58
211245,202403,6300,4483976,711.86
211250,202403,12487,8944859,717.25
211260,202403,7028,5286090,752.25
211270,202403,8190,6103475,746.6
211280,202403,12351,8899242,720.7
211285,202403,1669,1194813,715.89
211290,202403,5923,4185147,706.71
211300,202403,5339,3714473,696.25
211400,202403,7760,5568976,718.76
220005,202403,1471,1006400,684.63
220010,202403,1006,695469,692.01
220020,202403,3682,2537276,689.66
220025,202403,1586,1028634,648.57
220027,202403,1053,712872,676.99
220030,202403,3194,2127565,666.32
220040,202403,6088,4273822,702.7
220045,202403,1284,870051,677.61
220050,202403,4251,2924506,688.12
220060,202403,2118,1424194,672.74
220070,202403,1762,1176344,668.0
220080,202403,570,395310,693.53
220090,202403,1192,792297,664.68
220095,202403,855,555013,649.14
220100,202403,981,660437,673.92
220105,202403,1448,1053684,729.19
220110,202403,2724,1864023,684.3
220115,202403,2528,1770576,700.39
220117,202403,937,623848,665.79
220120,202403,14327,9610080,671.05
220130,202403,829,577814,701.23
220140,202403,1598,1062059,664.62
220150,202403,5550,3741375,674.12
220155,202403,813,547688,673.66
220157,202403,794,505201,636.27
220160,202403,2195,1468975,669.24
220170,202403,1070,722234,674.99
220173,202403,1477,1025980,695.11
220177,202403,2053,1399379,681.63
220180,202403,838,544896,650.23
220190,202403,4968,3380208,680.94
220191,202403,1395,952345,682.68
220192,202403,1342,913749,681.39
220194,202403,1503,1024741,681.8
220196,202403,1683,1129936,671.78
220198,202403,1090,739229,678.19
220200,202403,4259,2948410,693.25
220202,202403,1719,1165513,678.02
220205,202403,2263,1507571,666.48
220207,202403,538,368287,684.55
220208,202403,1110,773090,696.48
220209,202403,1223,830840,679.35
220210,202403,1436,963758,671.14
220211,202403,1209,820277,678.48
220213,202403,1214,806735,665.07
220217,202403,2206,1560235,707.59
220220,202403,10343,6772840,654.89
220225,202403,776,531316,684.69
220230,202403,4498,3046102,677.21
220240,202403,2501,1685660,674.26
220245,202403,1405,916698,652.92
220250,202403,2591,1777334,685.96
220253,202403,1264,862712,682.53
220255,202403,1630,1112527,682.53
220260,202403,3864,2719125,703.71
220265,202403,1388,968608,697.84
220270,202403,5529,3865101,699.06
220271,202403,1164,784363,673.85
220272,202403,1290,868788,676.1
220273,202403,890,617201,693.48
220275,202403,1745,1175031,673.76
220277,202403,1668,1152214,691.19
220280,202403,1505,997179,662.58
220285,202403,1359,898238,660.96
220290,202403,4415,3121526,707.03
220300,202403,1346,942697,700.37
220310,202403,2352,1694290,720.67
220320,202403,2205,1527717,692.84
220323,202403,1175,814769,693.42
220325,202403,918,645156,702.78
220327,202403,1337,908795,679.73
220330,202403,4288,2870483,669.42
220335,202403,1562,1078950,690.75
220340,202403,941,629868,669.36
220342,202403,973,679768,699.35
220345,202403,2089,1384057,662.55
220350,202403,2059,1395146,677.58
220360,202403,924,613483,664.66
220370,202403,7782,5428401,697.83
220375,202403,1630,1152253,707.77
220380,202403,1093,732990,671.24
220385,202403,625,421889,675.02
220390,202403,7630,5279807,692.34
220400,202403,935,625436,670.35
220410,202403,854,583467,683.22
220415,202403,569,370424,652.15
220420,202403,1167,774316,663.51
220430,202403,2247,1486828,661.69
220435,202403,1616,1063624,658.59
220440,202403,2631,1834110,697.12
220450,202403,1993,1395388,700.5
220455,202403,1394,970947,697.02
220460,202403,802,553909,690.66
220465,202403,2006,1399107,697.46
220470,202403,2695,1860768,690.45
220480,202403,1631,1105575,677.85
220490,202403,1794,1235512,688.69
220500,202403,2426,1581888,652.06
220510,202403,1941,1350841,695.95
220515,202403,1562,1038599,664.92
220520,202403,4017,2633501,656.08
220525,202403,1086,741106,683.68
220527,202403,1290,856275,663.78
220530,202403,1099,735063,668.85
220535,202403,651,436261,670.14
220540,202403,2743,1894011,690.49
220545,202403,1342,941692,701.71
220550,202403,6586,4558068,692.51
220551,202403,1164,778752,669.03
220552,202403,1093,768389,703.01
220553,202403,1646,1099550,668.01
220554,202403,629,429490,682.81
220555,202403,2867,2030392,708.19
220556,202403,910,592341,650.92
220557,202403,1271,862685,678.75
220558,202403,1086,745973,686.9
220559,202403,1350,905425,670.69
220560,202403,1432,974277,680.36
220570,202403,6173,4250201,688.74
220580,202403,5748,3904066,679.2
220585,202403,1575,1072862,681.18
220590,202403,1141,763173,668.86
220595,202403,2224,1537265,691.22
220600,202403,1321,878354,664.92
220605,202403,1039,679859,654.34
220610,202403,2750,1917050,697.11
220620,202403,8113,5728430,706.17
220630,202403,228,150011,657.94
220635,202403,1490,1008643,677.85
220640,202403,1801,1236346,686.48
220650,202403,1970,1324534,672.69
220660,202403,2015,1410962,700.23
220665,202403,1174,813265,692.73
220667,202403,1295,890414,687.58
220669,202403,1509,1055196,699.27
220670,202403,1654,1130589,683.55
220672,202403,2322,1643102,707.62
220675,202403,1052,702078,667.37
220680,202403,2747,1907712,698.03
220690,202403,1148,752194,655.22
220695,202403,756,525669,695.33
220700,202403,9004,5911638,656.56
220710,202403,559,390493,698.56
220720,202403,1816,1194294,657.65
220730,202403,1020,694657,681.7
220735,202403,656,420136,640.45
220740,202403,898,617353,688.24
220750,202403,3653,2527085,691.97
220755,202403,1081,715610,661.99
220760,202403,2925,2072884,708.68
220770,202403,18817,12866772,683.97
220775,202403,1293,857094,664.41
220777,202403,980,644199,657.35
220779,202403,994,675050,679.12
220780,202403,4635,3154969,680.68
220785,202403,1290,858702,665.66
220790,202403,9021,6109460,677.4
220793,202403,779,521464,669.4
220795,202403,1157,788616,681.6
220800,202403,13643,9031511,662.23
220810,202403,2299,1576281,685.94
220820,202403,4693,3344324,712.92
220830,202403,6006,4034009,672.0
220840,202403,10211,6937079,680.04
220850,202403,2703,1992769,737.24
220855,202403,728,492690,676.77
220860,202403,989,661285,669.99
220865,202403,1484,977771,658.88
220870,202403,2392,1654298,691.89
220880,202403,5596,3741274,668.56
220885,202403,1174,815684,695.38
220887,202403,1321,878881,665.31
220890,202403,1076,738606,687.08
220900,202403,1714,1123040,659.06
220910,202403,1284,854548,665.54
220915,202403,529,357876,676.51
220920,202403,1223,850390,695.33
220930,202403,1587,1074629,677.14
220935,202403,664,435999,656.63
220937,202403,1041,704121,676.39
220940,202403,1355,906691,669.14
220945,202403,337,236987,703.23
220950,202403,810,531538,656.22
220955,202403,1213,795090,655.47
220960,202403,421,279172,663.12
220965,202403,1582,1065326,674.68
220970,202403,1493,983240,659.01
220975,202403,603,412214,683.61
220980,202403,1115,756831,679.38
220985,202403,1091,723344,663.62
220987,202403,1257,896953,713.57
220990,202403,1284,887479,693.89
220995,202403,1062,735521,692.58
220997,202403,2039,1397063,686.18
221000,202403,3730,2508635,672.56
221005,202403,1279,863628,675.24
221010,202403,754,503258,668.34
221020,202403,1216,818498,673.66
221030,202403,1335,897433,672.74
221035,202403,1140,770381,675.77
221037,202403,461,306978,665.9
221038,202403,339,225107,666.0
221039,202403,560,388839,694.36
221040,202403,3438,2278060,663.0
221050,202403,3891,2637764,678.79
221060,202403,7275,4924954,676.97
221062,202403,979,680746,695.35
221063,202403,896,608664,679.31
221065,202403,2364,1573318,665.53
221070,202403,2338,1629581,697.0
221080,202403,2619,1739876,664.58
221090,202403,1014,680319,672.92
221093,202403,1347,881672,655.52
221095,202403,686,466517,680.05
221097,202403,511,337774,662.3
221100,202403,103668,69682567,672.37
221110,202403,9687,6790454,701.06
221120,202403,4110,2867790,699.46
221130,202403,3469,2303274,664.34
221135,202403,1594,1082350,679.02
221140,202403,1232,818674,664.51
221150,202403,734,477053,649.94
221160,202403,542,350745,647.13
221170,202403,1068,708233,663.76
230010,202403,2069,1403644,678.42
230015,202403,2832,1944553,686.88
230020,202403,13425,9223309,687.54
230030,202403,9195,6055529,658.93
230040,202403,3441,2303751,669.5
230050,202403,1384,914847,662.93
230060,202403,1728,1166263,677.27
230070,202403,2855,1885179,660.54
230075,202403,8683,6153721,710.92
230080,202403,2271,1504390,662.44
230090,202403,3476,2342332,673.86
230100,202403,15928,10675912,670.64
230110,202403,9670,6300125,653.34
230120,202403,5456,3657539,671.23
230125,202403,2433,1607956,660.89
230130,202403,3912,2722735,697.96
230140,202403,2528,1683409,665.91
230150,202403,987,678527,687.46
230160,202403,5488,3590684,654.64
230170,202403,4269,2840658,665.73
230180,202403,1203,806135,670.1
230185,202403,3276,2248220,686.48
230190,202403,9182,6217207,678.88
230195,202403,4828,3298299,683.3
230200,202403,3666,2474692,675.59
230205,202403,3554,2438930,687.41
230210,202403,8054,5397626,670.18
230220,202403,11983,7916007,661.1
230230,202403,5903,4007668,678.92
230240,202403,9964,6698206,673.12
230250,202403,7582,5056690,667.02
230260,202403,10830,7429019,686.6
230270,202403,4106,2799979,682.09
230280,202403,15560,10472223,673.37
230290,202403,3907,2638568,675.52
230300,202403,4393,3019687,687.54
230310,202403,3364,2259882,671.78
230320,202403,5726,3928976,687.24
230330,202403,3288,2170101,660.61
230340,202403,2830,1927650,682.35
230350,202403,14325,9474601,661.77
230360,202403,1937,1328955,686.44
230365,202403,2632,1743758,662.52
230370,202403,63870,43209203,676.67
230380,202403,4069,2734781,672.1
230390,202403,2626,1813332,690.79
230393,202403,2538,1732123,682.48
230395,202403,3910,2619275,670.41
230400,202403,4731,3190947,674.62
230410,202403,9961,6856104,688.36
230420,202403,20108,13430817,668.43
230423,202403,3624,2422346,668.42
230425,202403,5260,3664359,697.04
230426,202403,1664,1091673,656.05
230427,202403,993,658120,664.1
230428,202403,7150,4675705,656.15
230430,202403,3444,2334078,677.72
230435,202403,3786,2538273,670.61
230440,202403,342003,225785470,660.72
230445,202403,2768,1814883,656.14
230450,202403,2857,1938123,679.33
230460,202403,1758,1217611,692.61
230465,202403,2954,2021900,684.46
230470,202403,9988,6933232,694.85
230480,202403,1059,714464,675.3
230490,202403,1792,1195065,666.89
230495,202403,4391,2942471,670.27
230500,202403,7674,5504556,717.95
230510,202403,1043,694881,666.23
230520,202403,3594,2453912,684.69
230523,202403,7651,5040932,659.46
230526,202403,2791,1949373,698.45
230530,202403,3988,2866500,719.32
230533,202403,3501,2262010,647.21
230535,202403,3267,2157478,660.39
230540,202403,12152,8192070,674.47
230550,202403,15730,10464680,666.37
230560,202403,5394,3558241,659.79
230565,202403,2296,1565288,681.75
230570,202403,2475,1676522,678.2
230580,202403,9664,6647445,688.0
230590,202403,6989,4760258,681.11
230600,202403,2450,1649135,673.12
230610,202403,5514,3834255,695.75
230620,202403,1388,908681,655.14
230625,202403,7542,5037092,668.05
230630,202403,8441,5694084,674.73
230640,202403,22250,15530602,701.76
230650,202403,4198,2842497,677.11
230655,202403,9303,6659784,715.87
230660,202403,4621,3165922,685.12
230670,202403,3804,2550837,670.74
230680,202403,1890,1271961,673.0
230690,202403,4490,2979233,665.45
230700,202403,7683,5000475,650.85
230710,202403,5206,3510118,674.24
230720,202403,1277,850480,666.0
230725,202403,3881,2679614,690.62
230730,202403,35155,23883977,679.43
230740,202403,4529,3059410,675.66
230750,202403,5963,3978440,667.3
230760,202403,8460,5606188,662.75
230763,202403,3508,2389027,681.22
230765,202403,34132,22788197,668.53
230770,202403,20662,13544757,655.95
230780,202403,5359,3859642,720.22
230790,202403,2665,1814058,680.95
230800,202403,6740,4504154,668.27
230810,202403,8406,5743783,683.38
230820,202403,2300,1582626,688.4
230830,202403,5508,3651303,663.15
230835,202403,2812,1898040,674.98
230837,202403,3624,2499058,690.16
230840,202403,7514,5248194,698.46
230850,202403,7627,5147365,674.89
230860,202403,5111,3352912,656.4
230870,202403,12718,8258158,653.65
230880,202403,1640,1115593,681.9
230890,202403,3777,2636382,698.56
230900,202403,2412,1600009,663.35
230910,202403,2612,1791492,686.13
230920,202403,3337,2316567,694.21
230930,202403,4579,3113268,679.9
230940,202403,6907,4662317,675.01
230945,202403,4922,3260789,662.49
230950,202403,5161,3434140,665.53
230960,202403,8385,5623104,670.85
230970,202403,11444,7694952,672.81
230980,202403,2510,1677127,668.18
230990,202403,1210,828819,684.97
231000,202403,2003,1329545,663.78
231010,202403,2478,1623370,655.38
231020,202403,7305,4969878,680.34
231025,202403,6819,4632909,680.31
231030,202403,4586,3135632,683.89
231040,202403,2503,1682332,672.13
231050,202403,8570,5690038,664.1
231060,202403,2214,1554984,702.34
231070,202403,5994,4128469,688.77
231080,202403,2441,1675047,686.78
231085,202403,4774,3166488,663.42
231090,202403,2694,1764765,655.32
231095,202403,1389,951838,685.27
231100,202403,2236,1542711,689.94
231110,202403,3026,2031319,671.29
231120,202403,1803,1232764,686.01
231123,202403,1246,808642,649.51
231126,202403,3963,2720695,686.7
231130,202403,18359,12209524,665.19
231135,202403,2966,1993701,672.64
231140,202403,13077,8758491,670.22
231150,202403,2753,1757905,638.54
231160,202403,5350,3666860,685.39
231170,202403,3175,2236209,705.21
231180,202403,9953,6558815,659.18
231190,202403,2985,2007708,672.82
231195,202403,3536,2495884,709.06
231200,202403,7136,4882298,684.27
231210,202403,3650,2508875,687.36
231220,202403,8903,5865982,659.25
231230,202403,7645,5383808,704.69
231240,202403,8394,5734964,683.63
231250,202403,1065,686516,644.62
231260,202403,2383,1608239,674.88
231270,202403,4268,2860357,670.82
231280,202403,1395,964557,691.44
231290,202403,22425,15065562,672.09
231300,202403,2489,1653496,664.32
231310,202403,5545,3654153,659.36
231320,202403,4637,3186923,687.43
231325,202403,1515,1011274,667.51
231330,202403,8220,5573465,678.7
231335,202403,4373,3035399,694.12
231340,202403,14459,10158283,702.56
231350,202403,14259,9830205,690.37
231355,202403,3727,2605496,699.09
231360,202403,6478,4481484,692.12
231370,202403,1365,918661,674.0
231375,202403,3504,2457487,701.34
231380,202403,5137,3527677,686.85
231390,202403,2677,1807220,676.35
231395,202403,3170,2190283,693.79
231400,202403,7689,5054456,657.79
231410,202403,13780,9545896,692.94
240010,202403,1284,827003,644.08
240020,202403,9949,6516003,654.94
240030,202403,3314,2169024,654.5
240040,202403,501,336212,675.12
240050,202403,2280,1493921,655.23
240060,202403,1034,678522,656.21
240070,202403,1920,1268352,669.32
240080,202403,1816,1182446,652.56
240090,202403,1718,1118946,651.69
240100,202403,7268,4762577,655.55
240110,202403,3607,2375982,658.71
240120,202403,2459,1646812,669.71
240130,202403,2989,1932377,646.71
240140,202403,1238,802834,648.49
240145,202403,4817,3140208,654.35
240150,202403,784,512102,653.19
240160,202403,1054,718966,682.13
240165,202403,682,457774,671.22
240170,202403,1952,1303949,670.07
240180,202403,1937,1312715,677.71
240185,202403,1278,859748,677.5
240190,202403,845,577301,683.2
240200,202403,7821,5102244,652.88
240210,202403,2506,1635912,653.06
240220,202403,6083,4133903,680.25
240230,202403,3799,2487874,654.88
240240,202403,752,498331,662.67
240250,202403,2200,1433437,651.56
240260,202403,11094,7789608,702.27
240270,202403,1599,1073380,671.28
240280,202403,1083,725531,669.93
240290,202403,769,493932,642.3
240300,202403,1191,792460,665.93
240310,202403,4737,3139042,664.35
240320,202403,1091,722058,661.83
240325,202403,23589,15687752,666.01
240330,202403,1076,723663,672.55
240340,202403,1376,899666,653.83
240350,202403,2222,1496437,673.77
240360,202403,8424,5817784,691.44
240370,202403,1390,868003,624.46
240375,202403,606,386635,638.01
240380,202403,1411,926660,656.74
240390,202403,460,288857,627.95
240400,202403,845,551223,652.33
240410,202403,353,231883,658.76
240420,202403,4125,2829380,692.12
240430,202403,2315,1616889,699.35
240440,202403,1970,1298963,659.37
240450,202403,2603,1725434,666.45
240460,202403,2745,1857307,676.61
240470,202403,2033,1337807,658.05
240480,202403,208,138481,665.77
240485,202403,1260,828346,657.42
240490,202403,1119,738430,659.9
240500,202403,1728,1158229,670.66
240510,202403,1302,880351,677.19
240520,202403,1127,745483,661.48
240530,202403,1881,1286847,684.49
240540,202403,1869,1253620,671.46
240550,202403,684,479428,700.92
240560,202403,3160,2104283,665.91
240570,202403,1044,670571,642.31
240580,202403,6628,4729287,714.29
240590,202403,633,401135,633.7
240600,202403,1055,689319,654.62
240610,202403,3360,2111722,629.8
240615,202403,831,552014,665.08
240620,202403,1525,1038388,680.91
240630,202403,1851,1233088,666.17
240640,202403,562,391381,696.41
240650,202403,2707,1819883,673.28
240660,202403,3295,2152664,653.91
240670,202403,1558,1037473,666.76
240680,202403,974,663917,681.64
240690,202403,877,568621,648.37
240700,202403,1590,1103397,693.96
240710,202403,14424,9477036,657.44
240720,202403,3441,2268754,661.06
240725,202403,661,449376,680.87
240730,202403,1548,1028224,664.23
240740,202403,1225,808427,662.1
240750,202403,1717,1184940,691.73
240760,202403,987,656291,665.61
240770,202403,2596,1760546,678.18
240780,202403,3692,2477079,673.12
240790,202403,576,380595,663.06
240800,202403,33921,21789980,642.77
240810,202403,79178,54162828,684.54
240820,202403,4882,3341023,688.3
240830,202403,6839,4628260,676.84
240840,202403,672,428644,638.81
240850,202403,696,455716,654.76
240860,202403,1126,745735,662.29
240870,202403,613,409071,669.51
240880,202403,1029,700153,681.08
240890,202403,3284,2141097,652.57
240895,202403,2531,1767851,699.31
240910,202403,2518,1678204,666.48
240920,202403,656,438789,669.91
240930,202403,2259,1475223,654.2
240933,202403,1220,829395,679.83
240940,202403,4256,2839604,667.2
240950,202403,835,552390,662.34
240960,202403,539,364823,678.11
240970,202403,1429,943660,660.83
240980,202403,3366,2279434,677.19
240990,202403,2255,1473197,653.59
241000,202403,761,490072,645.68
241010,202403,2636,1791754,679.98
241020,202403,1395,909104,652.15
241025,202403,1111,739870,666.55
241030,202403,1852,1287720,697.95
241040,202403,1729,1213729,702.39
241050,202403,941,626590,665.88
241060,202403,544,356383,655.12
241070,202403,533,349594,657.13
241080,202403,716,462973,646.61
241090,202403,1449,984423,679.85
241100,202403,676,457477,676.74
241105,202403,764,495226,648.2
241110,202403,516,333819,646.94
241120,202403,5848,4005493,685.05
241140,202403,1997,1303846,653.23
241142,202403,349,219608,629.25
241150,202403,4531,3042828,672.0
241160,202403,538,353230,657.78
241170,202403,1003,665704,663.71
241180,202403,530,348745,658.01
241190,202403,749,488716,652.49
241200,202403,17996,11937203,663.47
241210,202403,914,603271,660.03
241220,202403,7234,4945296,685.99
241230,202403,2331,1565876,672.63
241240,202403,423,278838,660.75
241250,202403,4651,3084171,663.12
241255,202403,2054,1391373,677.4
241260,202403,3422,2230807,651.9
241270,202403,1114,749170,672.5
241280,202403,2090,1382697,663.48
241290,202403,2091,1379553,659.76
241300,202403,1037,678861,654.64
241310,202403,1639,1111144,677.94
241320,202403,636,443032,696.59
241330,202403,1319,892980,677.01
241335,202403,2915,1969543,676.12
241340,202403,1000,667305,668.64
241350,202403,1613,1068708,662.97
241355,202403,938,637073,680.63
241360,202403,1265,820507,650.16
241370,202403,922,606952,658.3
241380,202403,460,312815,680.03
241390,202403,2199,1487549,676.47
241400,202403,2970,1996504,672.45
241410,202403,1800,1206659,670.37
241415,202403,1349,897468,666.77
241420,202403,2348,1626973,699.47
241430,202403,371,237079,639.03
241440,202403,7381,5027021,683.2
241445,202403,1108,733964,663.02
241450,202403,2281,1477507,647.75
241460,202403,2441,1564188,642.11
241470,202403,1097,737351,672.15
241475,202403,751,503769,670.8
241480,202403,1947,1353695,695.27
241490,202403,460,299827,651.8
241500,202403,678,451023,668.18
250010,202403,1867,1270515,681.24
250020,202403,1027,686178,668.14
250030,202403,5458,3792733,695.15
250040,202403,3336,2315847,694.62
250050,202403,2972,2067237,695.57
250053,202403,1009,684486,679.73
250057,202403,681,489599,718.94
250060,202403,4435,3040599,685.75
250070,202403,3118,2062094,661.56
250073,202403,567,381385,673.83
250077,202403,1956,1320656,675.53
250080,202403,5036,3368946,668.97
250090,202403,3171,2089872,659.27
250100,202403,2852,1966447,689.74
250110,202403,3922,2654585,676.84
250115,202403,486,329452,677.88
250120,202403,1492,1019712,684.37
250130,202403,4756,3196170,672.03
250135,202403,1095,744366,681.03
250140,202403,2045,1460451,714.86
250150,202403,4016,2731701,680.54
250153,202403,1002,667264,665.93
250157,202403,1702,1141107,670.84
250160,202403,2855,1899284,665.25
250170,202403,1356,904725,667.69
250180,202403,18491,12190961,659.72
250190,202403,3125,2057426,661.13
250200,202403,1698,1260409,742.29
250205,202403,625,429294,686.87
250210,202403,1071,749602,699.91
250215,202403,868,603325,695.07
250220,202403,474,311229,656.6
250230,202403,1010,651222,644.77
250240,202403,2536,1738034,685.34
250250,202403,3778,2637445,698.11
250260,202403,1122,759798,677.18
250270,202403,875,604916,692.12
250280,202403,3151,2090302,663.59
250290,202403,1484,944715,639.62
250300,202403,4479,3130827,700.41
250310,202403,849,578034,682.45
250320,202403,10413,6965703,668.94
250330,202403,1879,1282023,682.29
250340,202403,1031,688078,667.39
250350,202403,2856,1961983,686.97
250355,202403,2002,1450285,724.42
250360,202403,1498,1003182,671.02
250370,202403,12894,8625887,669.19
250375,202403,993,676832,681.6
250380,202403,1560,1050100,673.57
