codigo_ibge,anomes_s,qtd_familias_beneficiarias_bolsa_familia_s,valor_repassado_bolsa_familia_s,pbf_vlr_medio_benef_f
110001,202406,1705,1176837.0,690.63
110002,202406,7494,5117672.0,683.82
110003,202406,323,214990.0,665.6
110004,202406,6105,4127413.0,676.18
110005,202406,1203,862839.0,718.43
110006,202406,492,340501.0,692.08
110007,202406,330,213355.0,646.53
110008,202406,2123,1530740.0,721.71
110009,202406,1774,1173571.0,662.29
110010,202406,5038,3904677.0,776.28
110011,202406,3560,2361603.0,664.49
110012,202406,7676,5264932.0,686.34
110013,202406,2781,1898136.0,682.54
110014,202406,1599,1028141.0,642.99
110015,202406,2475,1675150.0,677.92
110018,202406,1645,1100733.0,669.55
110020,202406,40892,28563667.0,698.98
110025,202406,2246,1488779.0,662.86
110026,202406,228,160052.0,701.98
110028,202406,2110,1409088.0,668.13
110029,202406,610,412598.0,676.39
110030,202406,5037,3525296.0,700.99
110032,202406,1243,836516.0,673.52
110033,202406,2832,2117136.0,748.37
110034,202406,1484,1022102.0,688.75
110037,202406,527,324284.0,615.34
110040,202406,1296,887516.0,684.81
110045,202406,2076,1447475.0,697.58
110050,202406,514,340084.0,661.64
110060,202406,319,215900.0,676.8
110070,202406,644,434829.0,675.2
110080,202406,3288,2295461.0,701.33
110090,202406,252,173667.0,689.15
110092,202406,823,602259.0,731.78
110094,202406,1383,939836.0,679.56
110100,202406,988,665957.0,674.73
110110,202406,786,538859.0,686.44
110120,202406,644,436907.0,679.48
110130,202406,789,539691.0,684.02
110140,202406,1460,1005259.0,689.01
110143,202406,736,518477.0,704.45
110145,202406,400,277027.0,692.57
110146,202406,269,191554.0,712.1
110147,202406,315,210350.0,667.78
110148,202406,203,133368.0,656.99
110149,202406,1429,991910.0,696.08
110150,202406,858,597570.0,696.47
110155,202406,386,257203.0,666.33
110160,202406,600,407035.0,678.39
110170,202406,1030,699532.0,679.16
110175,202406,1085,750296.0,691.52
110180,202406,526,357201.0,679.09
120001,202406,2422,1736000.0,716.76
120005,202406,1751,1447831.0,826.86
120010,202406,5104,3650181.0,715.16
120013,202406,1922,1429247.0,743.62
120017,202406,2015,1441710.0,715.84
120020,202406,14109,10552842.0,748.06
120025,202406,2854,2020798.0,708.06
120030,202406,5930,4754194.0,801.72
120032,202406,1780,1600913.0,899.39
120033,202406,4339,3220967.0,742.67
120034,202406,2324,1814353.0,782.39
120035,202406,3896,3091948.0,793.62
120038,202406,2595,1828854.0,705.03
120039,202406,1987,1694478.0,852.78
120040,202406,44279,30549092.0,690.3
120042,202406,3191,2433083.0,762.72
120043,202406,1240,1118246.0,902.54
120045,202406,3604,2564384.0,711.74
120050,202406,9080,6675781.0,735.22
120060,202406,8700,7062892.0,811.83
120070,202406,3001,2170108.0,723.13
120080,202406,4205,2985438.0,709.97
130002,202406,3525,2833062.0,803.93
130006,202406,2382,1945902.0,817.26
130008,202406,2216,1775324.0,801.14
130010,202406,3571,2611721.0,731.98
130014,202406,2415,1718149.0,712.04
130020,202406,2497,2062734.0,826.08
130030,202406,15482,10986736.0,709.74
130040,202406,3418,2678225.0,783.56
130050,202406,6423,5246468.0,817.33
130060,202406,6898,5922301.0,858.55
130063,202406,5363,4374845.0,815.75
130068,202406,3394,2614218.0,770.47
130070,202406,5876,4293438.0,730.67
130080,202406,7046,5499762.0,780.77
130083,202406,2666,2014308.0,756.41
130090,202406,3466,2518404.0,726.81
130100,202406,6499,4902464.0,754.46
130110,202406,5928,4326648.0,730.24
130115,202406,4454,3273287.0,735.9
130120,202406,14655,11200276.0,764.26
130130,202406,4376,3362435.0,768.38
130140,202406,6702,5305539.0,791.75
130150,202406,4023,2977727.0,740.18
130160,202406,6292,4806346.0,764.0
130165,202406,3410,2641397.0,774.6
130170,202406,9531,7160295.0,751.58
130180,202406,4890,3678352.0,752.22
130185,202406,13708,9884003.0,721.57
130190,202406,16789,12837608.0,764.74
130195,202406,2244,1887484.0,841.12
130200,202406,2126,1550993.0,729.88
130210,202406,1528,1247436.0,816.38
130220,202406,2385,1822287.0,764.06
130230,202406,4831,4259305.0,882.94
130240,202406,13113,9374366.0,714.89
130250,202406,19603,14615705.0,746.23
130255,202406,4106,3012308.0,734.35
130260,202406,264767,186932801.0,706.54
130270,202406,8809,6815626.0,774.5
130280,202406,3602,2999639.0,832.77
130290,202406,13596,10681974.0,785.79
130300,202406,4601,3403591.0,739.75
130310,202406,6133,4646508.0,758.86
130320,202406,2685,2031270.0,757.65
130330,202406,3838,2951598.0,769.05
130340,202406,20391,15379796.0,754.28
130350,202406,3654,2956627.0,809.15
130353,202406,4767,3479169.0,730.3
130356,202406,4024,2957714.0,735.02
130360,202406,2429,1964579.0,809.13
130370,202406,4296,3831930.0,892.18
130380,202406,8686,7512597.0,865.81
130390,202406,7584,6381228.0,842.07
130395,202406,2137,1604992.0,751.05
130400,202406,2348,1807286.0,769.71
130406,202406,10159,8338345.0,821.03
130410,202406,4140,3196779.0,772.17
130420,202406,12053,9738623.0,808.18
130423,202406,3924,3156260.0,804.35
130426,202406,2919,2384986.0,817.34
130430,202406,4041,2870609.0,710.55
130440,202406,4689,3515490.0,749.73
140002,202406,2132,1656584.0,777.01
140005,202406,2895,2216300.0,765.56
140010,202406,32993,24431500.0,740.84
140015,202406,4403,3273837.0,743.55
140017,202406,4392,3271031.0,744.77
140020,202406,3796,2829152.0,745.3
140023,202406,2065,1535373.0,744.24
140028,202406,1529,1114816.0,729.59
140030,202406,4589,3273440.0,713.32
140040,202406,3047,2779659.0,912.26
140045,202406,2896,2510509.0,866.89
140047,202406,4436,3145278.0,710.0
140050,202406,1410,1015709.0,720.87
140060,202406,1682,1201921.0,714.58
140070,202406,2188,2308406.0,1055.03
150010,202406,39732,26979371.0,679.03
150013,202406,1506,1058411.0,702.8
150020,202406,13794,9910660.0,718.63
150030,202406,8683,7043751.0,811.21
150034,202406,2981,2066067.0,693.08
150040,202406,13359,9967066.0,746.21
150050,202406,7149,5389165.0,753.94
150060,202406,15755,11197510.0,710.91
150070,202406,7484,5986494.0,800.01
150080,202406,50437,33995005.0,674.1
150085,202406,7112,5148699.0,724.66
150090,202406,10646,7757477.0,728.74
150095,202406,6114,4288559.0,701.89
150100,202406,3051,2338202.0,766.88
150110,202406,5015,4105480.0,818.64
150120,202406,7954,5691291.0,715.62
150125,202406,635,435749.0,686.22
150130,202406,17547,12352861.0,704.39
150140,202406,180767,119928843.0,663.68
150145,202406,2715,2003629.0,738.53
150150,202406,11831,7889386.0,666.84
150157,202406,2422,1736227.0,716.86
150160,202406,3488,2352226.0,674.38
150170,202406,23960,16858903.0,703.63
150172,202406,3746,2628854.0,702.34
150175,202406,1495,1068439.0,714.67
150178,202406,9242,6645241.0,719.26
150180,202406,22598,18156048.0,804.43
150190,202406,6982,4859349.0,696.38
150195,202406,5252,3803965.0,724.43
150200,202406,5293,3769706.0,712.48
150210,202406,29650,21569459.0,727.91
150215,202406,7625,5408216.0,709.65
150220,202406,11270,7675194.0,681.09
150230,202406,13281,9137650.0,688.02
150240,202406,23037,15464638.0,671.3
150250,202406,4807,3818439.0,796.67
150260,202406,2806,1938321.0,690.78
150270,202406,3972,2741907.0,690.31
150275,202406,7149,5081499.0,710.8
150276,202406,1846,1354855.0,733.94
150277,202406,3753,2658159.0,708.28
150280,202406,7261,5759639.0,793.99
150285,202406,3065,2268667.0,740.18
150290,202406,10433,7133526.0,683.81
150293,202406,6703,4610705.0,687.86
150295,202406,3987,2931844.0,735.54
150300,202406,2809,1985402.0,706.8
150304,202406,3381,2409307.0,712.6
150307,202406,5229,3700839.0,707.75
150309,202406,4366,3047517.0,698.17
150310,202406,7424,5934524.0,799.37
150320,202406,7685,5216126.0,678.92
150330,202406,13425,9826186.0,731.93
150340,202406,2058,1418450.0,689.57
150345,202406,8171,5868981.0,718.53
150350,202406,7759,5400627.0,696.14
150360,202406,17182,12501334.0,727.63
150370,202406,9012,6671128.0,740.41
150375,202406,3766,3320141.0,881.84
150380,202406,7663,5291237.0,690.49
150390,202406,7175,5930784.0,826.59
150400,202406,6382,4734327.0,742.17
150405,202406,6936,4874184.0,702.84
150410,202406,1479,1034154.0,699.23
150420,202406,31058,22395171.0,721.52
150430,202406,7252,5010215.0,690.87
150440,202406,5851,4105183.0,701.74
150442,202406,20868,13877321.0,665.04
150445,202406,6802,4827455.0,710.23
150450,202406,6592,5450533.0,826.97
150460,202406,8552,6218032.0,727.09
150470,202406,16488,12269464.0,744.19
150475,202406,4140,2990035.0,722.23
150480,202406,13378,9635124.0,720.38
150490,202406,7638,5690321.0,745.29
150495,202406,5275,3747177.0,710.37
150497,202406,1729,1250411.0,723.2
150500,202406,2423,1617865.0,667.71
150503,202406,2975,2197795.0,738.75
150506,202406,11639,8478760.0,728.48
150510,202406,10931,8058396.0,737.41
150520,202406,8692,6619655.0,761.84
150530,202406,11719,9042078.0,771.57
150540,202406,4275,2910771.0,681.04
150543,202406,4830,3450769.0,715.04
150548,202406,9939,7231698.0,727.68
150549,202406,1460,1047046.0,717.15
150550,202406,12532,8818262.0,703.88
150553,202406,22303,15966228.0,715.88
150555,202406,1435,1030754.0,718.3
150560,202406,1606,1064475.0,662.81
150563,202406,1933,1394928.0,721.64
150565,202406,4153,2971512.0,715.51
150570,202406,6694,4726563.0,706.19
150580,202406,11161,9615372.0,862.29
150590,202406,7406,5637583.0,761.22
150600,202406,9278,6892277.0,743.02
150610,202406,2642,1807198.0,684.03
150611,202406,2738,1857662.0,678.72
150613,202406,8896,6187311.0,695.59
150616,202406,2376,1650706.0,695.62
150618,202406,5285,3699102.0,700.06
150619,202406,4927,3534559.0,717.39
150620,202406,6140,4275782.0,696.84
150630,202406,5910,4073268.0,689.45
150635,202406,3859,2616429.0,678.18
150640,202406,1857,1333738.0,718.22
150650,202406,8662,5974753.0,689.85
150655,202406,5092,3470366.0,681.53
150658,202406,2560,1838875.0,719.15
150660,202406,4500,3096915.0,688.36
150670,202406,6465,4518454.0,701.95
150680,202406,48133,35783166.0,743.5
150690,202406,1867,1270242.0,680.37
150700,202406,5894,4147432.0,703.67
150710,202406,3118,2147573.0,688.99
150715,202406,4136,2936357.0,709.95
150720,202406,7170,5137444.0,716.52
150730,202406,11001,7996335.0,727.01
150740,202406,3281,2250325.0,685.87
150745,202406,4445,3154602.0,710.02
150746,202406,1359,950169.0,699.17
150747,202406,4698,3292768.0,700.89
150750,202406,2844,2123303.0,746.85
150760,202406,9339,6675659.0,714.82
150770,202406,6665,5065291.0,760.33
150775,202406,885,639902.0,724.69
150780,202406,4245,3147169.0,741.56
150790,202406,4683,3447775.0,736.7
150795,202406,14066,10061720.0,715.47
150796,202406,2881,1994134.0,692.17
150797,202406,3745,2723060.0,727.12
150800,202406,11620,8707803.0,749.9
150803,202406,8171,5597388.0,685.03
150805,202406,2867,2078452.0,724.96
150808,202406,3169,2186174.0,693.8
150810,202406,12658,8932204.0,705.82
150812,202406,5262,3653442.0,694.31
150815,202406,7786,5693805.0,731.66
150820,202406,10259,7095964.0,691.75
150830,202406,12496,9390701.0,756.1
150835,202406,2954,2136344.0,724.18
150840,202406,6086,4259917.0,699.95
160005,202406,896,652076.0,727.76
160010,202406,1983,1425911.0,719.07
160015,202406,2883,2114471.0,733.43
160020,202406,2018,1549920.0,768.05
160021,202406,992,811209.0,817.75
160023,202406,1062,829088.0,780.69
160025,202406,1911,1462660.0,765.39
160027,202406,8152,5744604.0,704.77
160030,202406,55391,40116166.0,724.24
160040,202406,4841,3913117.0,808.5
160050,202406,5140,3811319.0,741.5
160053,202406,3673,2739112.0,745.95
160055,202406,1436,1026466.0,714.81
160060,202406,19639,14044886.0,715.3
160070,202406,2879,2308985.0,802.29
160080,202406,2778,2111354.0,760.03
170025,202406,250,170744.0,682.98
170030,202406,542,377779.0,697.01
170035,202406,738,504209.0,684.14
170040,202406,1124,816030.0,726.01
170070,202406,952,672636.0,707.29
170100,202406,1593,1141995.0,716.88
170105,202406,266,178179.0,669.85
170110,202406,607,433929.0,714.87
170130,202406,805,581008.0,721.75
170190,202406,907,628950.0,693.44
170200,202406,738,492662.0,667.56
170210,202406,11819,8022696.0,682.84
170215,202406,649,451542.0,695.75
170220,202406,3562,2569880.0,721.47
170230,202406,704,501879.0,713.91
170240,202406,1954,1335868.0,684.01
170255,202406,2038,1455891.0,715.07
170270,202406,447,298121.0,666.94
170290,202406,2082,1523115.0,731.91
170300,202406,1289,886550.0,688.32
170305,202406,399,273985.0,686.68
170307,202406,814,589448.0,724.14
170310,202406,765,528688.0,691.1
170320,202406,550,377789.0,686.89
170330,202406,821,586905.0,715.74
170360,202406,328,220851.0,675.39
170370,202406,662,457562.0,692.23
170380,202406,1079,783873.0,726.48
170382,202406,327,229495.0,701.82
170384,202406,1149,860777.0,749.15
170386,202406,316,221389.0,700.6
170388,202406,402,285224.0,709.51
170389,202406,514,386003.0,750.98
170390,202406,933,656546.0,703.69
170410,202406,317,208160.0,658.73
170460,202406,259,173609.0,670.31
170510,202406,461,329811.0,715.43
170550,202406,3868,2713548.0,701.72
170555,202406,691,464039.0,671.55
170560,202406,535,380522.0,711.26
170600,202406,881,613546.0,696.42
170610,202406,933,638001.0,683.82
170625,202406,192,131961.0,687.3
170650,202406,1008,718010.0,713.73
170700,202406,1842,1276630.0,694.2
170710,202406,1001,709522.0,708.81
170720,202406,1089,744624.0,684.4
170730,202406,601,426206.0,709.16
170740,202406,1586,1135297.0,716.28
170755,202406,411,286635.0,699.11
170765,202406,567,377324.0,667.83
170770,202406,1299,930783.0,717.09
170820,202406,2215,1554630.0,701.86
170825,202406,529,373461.0,705.98
170830,202406,695,469651.0,675.76
170900,202406,2510,1892264.0,753.89
170930,202406,2257,1580635.0,700.33
170950,202406,4202,2972690.0,708.96
170980,202406,203,134932.0,664.69
171050,202406,1264,936692.0,741.05
171070,202406,969,698541.0,721.63
171090,202406,549,380939.0,693.88
171110,202406,259,179460.0,695.58
171150,202406,370,245120.0,662.49
171180,202406,241,174451.0,723.86
171190,202406,1560,1158554.0,742.66
171195,202406,462,345312.0,749.05
171200,202406,256,175102.0,686.67
171215,202406,247,170641.0,690.85
171240,202406,481,353346.0,734.61
171245,202406,377,249301.0,661.28
171250,202406,379,279280.0,736.89
171270,202406,311,239860.0,771.25
171280,202406,540,388279.0,719.04
171320,202406,1714,1191424.0,695.93
171330,202406,1687,1173183.0,695.43
171360,202406,820,597324.0,729.33
171370,202406,357,241826.0,677.38
171380,202406,872,604068.0,692.74
171395,202406,492,356328.0,724.24
171420,202406,1129,779496.0,690.43
171430,202406,629,432166.0,687.07
171488,202406,1485,1068943.0,719.83
171500,202406,400,267002.0,667.51
171510,202406,641,460679.0,722.07
171515,202406,259,173849.0,671.23
171525,202406,382,278193.0,728.25
171550,202406,164,114302.0,696.96
171570,202406,738,511758.0,695.32
171575,202406,825,564434.0,684.16
171610,202406,2076,1440094.0,693.69
171620,202406,2156,1484276.0,689.4
171630,202406,675,476430.0,705.82
171650,202406,1064,751794.0,707.9
171660,202406,1166,816452.0,700.82
171665,202406,676,454642.0,672.55
171670,202406,1004,699267.0,696.48
171700,202406,639,447090.0,699.67
171720,202406,430,297337.0,694.71
171750,202406,579,432956.0,747.77
171780,202406,697,474216.0,680.37
171790,202406,794,583825.0,735.3
171800,202406,372,260879.0,701.29
171820,202406,5044,3487024.0,691.87
171830,202406,1014,748448.0,738.11
171840,202406,340,230578.0,678.17
171845,202406,397,276174.0,695.65
171850,202406,787,592283.0,752.58
171855,202406,582,395328.0,679.26
171865,202406,320,221260.0,691.44
171870,202406,350,247482.0,707.09
171875,202406,976,707908.0,727.55
171880,202406,982,713055.0,726.87
171884,202406,646,454212.0,703.11
171886,202406,658,481204.0,731.31
171888,202406,281,195111.0,694.35
171889,202406,180,129216.0,717.87
171890,202406,732,514997.0,703.55
171900,202406,297,230814.0,777.15
172000,202406,274,175363.0,640.01
172010,202406,916,667290.0,728.48
172015,202406,202,146720.0,726.34
172020,202406,2161,1528931.0,708.17
172025,202406,416,282363.0,678.76
172030,202406,882,606068.0,687.93
172049,202406,607,421708.0,694.74
172065,202406,766,527561.0,688.72
172080,202406,1474,1049962.0,712.32
172085,202406,132,84224.0,642.93
172090,202406,2777,1922630.0,692.84
172093,202406,255,179956.0,705.71
172097,202406,225,153457.0,682.03
172100,202406,22144,15481572.0,699.61
172110,202406,1409,1119930.0,795.97
172120,202406,3059,2196152.0,718.17
172125,202406,199,133345.0,670.08
172130,202406,203,127583.0,628.49
172208,202406,1466,1024266.0,698.68
172210,202406,1751,1229934.0,702.42
210005,202406,11648,8192578.0,703.47
210010,202406,1945,1446908.0,743.91
210015,202406,2679,1920579.0,716.9
210020,202406,6568,4362920.0,664.27
210030,202406,4130,3090742.0,748.54
210040,202406,1880,1295573.0,689.13
210043,202406,4404,3169834.0,719.76
210047,202406,5629,4033980.0,716.64
210050,202406,1859,1354375.0,728.55
210055,202406,1778,1285424.0,722.96
210060,202406,6210,4878789.0,786.27
210070,202406,6318,4367187.0,691.23
210080,202406,4121,2991897.0,726.01
210083,202406,5040,3545544.0,703.48
210087,202406,2185,1572567.0,719.71
210090,202406,8303,5843953.0,704.18
210095,202406,5193,4055323.0,781.52
210100,202406,4988,3521987.0,706.09
210110,202406,2946,2033512.0,690.26
210120,202406,19184,13399041.0,698.52
210125,202406,3623,2585018.0,713.5
210130,202406,3341,2357310.0,705.78
210135,202406,1299,906919.0,698.17
210140,202406,12639,8948692.0,709.09
210150,202406,3698,2539411.0,687.07
210160,202406,15586,10997007.0,706.7
210170,202406,13862,10119953.0,730.21
210173,202406,2138,1711150.0,800.35
210177,202406,2555,1844228.0,721.81
210180,202406,1100,769135.0,699.21
210190,202406,4516,3093050.0,684.91
210193,202406,1024,719222.0,702.37
210197,202406,1701,1253768.0,737.94
210200,202406,6870,4937134.0,718.65
210203,202406,5124,3863908.0,754.08
210207,202406,2743,1952336.0,711.75
210210,202406,6697,4817589.0,719.37
210215,202406,1976,1473795.0,745.85
210220,202406,6974,5249654.0,752.75
210230,202406,5284,3767456.0,713.13
210232,202406,9605,7158456.0,745.67
210235,202406,2672,1936076.0,724.58
210237,202406,3681,2581762.0,701.38
210240,202406,2155,1502687.0,697.3
210250,202406,5653,4033526.0,713.52
210255,202406,1855,1293487.0,697.3
210260,202406,4487,3220824.0,717.97
210270,202406,3865,2692453.0,697.17
210275,202406,2453,1739826.0,709.84
210280,202406,4162,2901963.0,697.25
210290,202406,6797,4767464.0,701.41
210300,202406,17855,12674305.0,709.89
210310,202406,2639,1785941.0,676.75
210312,202406,2564,1772212.0,691.19
210315,202406,3148,2312554.0,734.61
210317,202406,4018,3016115.0,750.65
210320,202406,20835,14884905.0,714.45
210325,202406,2741,1959728.0,714.97
210330,202406,20296,14874717.0,732.89
210340,202406,9890,6976506.0,705.41
210350,202406,8654,6106536.0,705.71
210355,202406,2919,2190470.0,750.42
210360,202406,9964,7096164.0,712.39
210370,202406,8916,6133586.0,687.93
210375,202406,1765,1262658.0,715.39
210380,202406,4437,3088831.0,696.31
210390,202406,3041,2200221.0,723.52
210400,202406,3765,2674869.0,710.65
210405,202406,4669,3261840.0,698.92
210407,202406,1528,1106767.0,724.8
210408,202406,2627,2074386.0,789.64
210409,202406,3425,2432543.0,710.23
210410,202406,2707,1906300.0,704.21
210420,202406,3314,2438414.0,735.79
210430,202406,2021,1457527.0,721.55
210440,202406,3470,2487805.0,716.95
210450,202406,1781,1267773.0,711.83
210455,202406,2954,2049294.0,693.74
210460,202406,2558,1805594.0,705.86
210462,202406,1316,941885.0,715.72
210465,202406,2335,1648493.0,705.99
210467,202406,4809,3480833.0,723.82
210470,202406,1201,850348.0,708.03
210480,202406,12864,9672992.0,752.12
210490,202406,2312,1578992.0,682.96
210500,202406,5916,4562398.0,771.2
210510,202406,6587,4709645.0,715.32
210515,202406,3011,2214666.0,735.77
210520,202406,2154,1508433.0,700.29
210530,202406,30540,21408827.0,701.28
210535,202406,3524,2614995.0,742.26
210540,202406,10491,7605054.0,724.98
210542,202406,4485,3149990.0,702.5
210545,202406,1796,1286347.0,716.23
210547,202406,3120,2524514.0,809.92
210550,202406,3614,2616416.0,724.17
210560,202406,3191,2324579.0,728.48
210565,202406,1015,737777.0,727.59
210570,202406,9139,6602772.0,722.56
210580,202406,2015,1417967.0,703.71
210590,202406,3283,2370646.0,722.1
210592,202406,2516,1751728.0,696.24
210594,202406,1709,1189357.0,695.94
210596,202406,2653,1973953.0,744.89
210598,202406,1625,1175012.0,723.08
210600,202406,2093,1461505.0,698.28
210610,202406,2393,1650576.0,691.2
210620,202406,2173,1526801.0,702.62
210630,202406,2553,1837153.0,719.61
210632,202406,4820,3455074.0,716.97
210635,202406,1464,1104271.0,754.28
210637,202406,2467,1818260.0,737.03
210640,202406,4368,3167088.0,725.07
210650,202406,5882,4156400.0,706.75
210660,202406,6477,4770512.0,736.53
210663,202406,2392,1680387.0,702.5
210667,202406,1713,1250490.0,730.0
210670,202406,5285,3711152.0,702.2
210675,202406,4440,3084825.0,694.78
210680,202406,4268,2907041.0,681.12
210690,202406,7164,5174109.0,722.34
210700,202406,2003,1422644.0,710.26
210710,202406,4361,3197803.0,733.27
210720,202406,2676,2033174.0,759.78
210725,202406,890,644763.0,724.45
210730,202406,1106,768509.0,695.48
210735,202406,3500,2542472.0,726.42
210740,202406,4247,2943600.0,693.1
210745,202406,3485,2408219.0,691.02
210750,202406,17765,12459541.0,701.39
210760,202406,5770,3949751.0,684.53
210770,202406,4830,3359577.0,695.85
210780,202406,5730,4136756.0,721.95
210790,202406,3807,2708361.0,711.42
210800,202406,3937,2787978.0,708.15
210805,202406,3747,2854219.0,761.73
210810,202406,4368,3143182.0,719.59
210820,202406,4773,3315894.0,695.01
210825,202406,7652,5421421.0,708.5
210830,202406,7499,5486340.0,731.61
210840,202406,4007,2677455.0,668.19
210845,202406,4896,3484452.0,711.69
210850,202406,5751,4128391.0,717.98
210860,202406,16806,11665408.0,694.12
210870,202406,5183,3658281.0,705.82
210880,202406,3219,2282541.0,709.3
210890,202406,4211,2870825.0,681.74
210900,202406,2757,1901331.0,689.64
210905,202406,1976,1352588.0,684.51
210910,202406,5203,3598009.0,691.53
210920,202406,2827,2093881.0,740.67
210923,202406,1491,1037976.0,697.1
210927,202406,3770,2886306.0,765.6
210930,202406,2205,1663504.0,754.42
210940,202406,2831,2042615.0,721.52
210945,202406,6666,4764987.0,714.93
210950,202406,3743,2686702.0,718.18
210955,202406,1081,776183.0,718.02
210960,202406,6229,4268938.0,685.44
210970,202406,1226,874133.0,713.0
210975,202406,1350,955297.0,707.63
210980,202406,8417,5786686.0,687.66
210990,202406,12467,9012664.0,723.04
211000,202406,11081,8272472.0,746.61
211003,202406,5054,3561923.0,705.33
211010,202406,6553,4859302.0,741.54
211020,202406,8117,5791250.0,713.47
211023,202406,1867,1335353.0,715.24
211027,202406,3364,2453040.0,729.2
211030,202406,3247,2286559.0,704.42
211040,202406,4285,3283897.0,766.55
211050,202406,8033,5465935.0,680.69
211060,202406,6731,4761820.0,707.45
211065,202406,1833,1318875.0,719.52
211070,202406,7320,5223485.0,713.59
211080,202406,862,601113.0,698.16
211085,202406,1711,1274647.0,744.97
211090,202406,2738,1950500.0,712.38
211100,202406,6636,4441146.0,669.35
211102,202406,2804,2083472.0,743.57
211105,202406,1876,1345399.0,717.16
211107,202406,3648,2707016.0,742.05
211110,202406,4889,3388975.0,693.61
211120,202406,29377,20292912.0,690.82
211125,202406,1315,939934.0,714.78
211130,202406,127725,87243853.0,683.11
211140,202406,3779,2685580.0,711.04
211150,202406,7128,5116105.0,717.85
211153,202406,1812,1334348.0,736.4
211157,202406,966,680078.0,704.74
211160,202406,3669,2557324.0,698.34
211163,202406,1227,899289.0,732.92
211167,202406,1411,968992.0,686.74
211170,202406,6817,4573256.0,670.86
211172,202406,1908,1345975.0,705.44
211174,202406,2767,2088324.0,754.72
211176,202406,3172,2272437.0,716.41
211178,202406,5277,3576069.0,677.8
211180,202406,3485,2533026.0,726.84
211190,202406,2687,1881919.0,700.38
211195,202406,1115,783217.0,703.07
211200,202406,1329,979521.0,737.04
211210,202406,5127,3807406.0,742.62
211220,202406,29258,20719518.0,708.19
211223,202406,3435,2336651.0,680.84
211227,202406,1438,1064017.0,739.93
211230,202406,7368,5196544.0,705.38
211240,202406,9651,6906011.0,715.65
211245,202406,6222,4403384.0,707.71
211250,202406,12115,8782158.0,725.08
211260,202406,6901,5202515.0,753.88
211270,202406,8164,6114498.0,749.14
211280,202406,12407,8722387.0,703.02
211285,202406,1668,1203891.0,721.76
211290,202406,6061,4291230.0,708.01
211300,202406,5379,3727376.0,692.95
211400,202406,7849,5612890.0,715.2
220005,202406,1461,992996.0,679.67
220010,202406,990,699992.0,707.78
220020,202406,3538,2431649.0,687.49
220025,202406,1438,956925.0,665.46
220027,202406,1025,696341.0,679.36
220030,202406,3185,2126783.0,667.75
220040,202406,6145,4338937.0,706.32
220045,202406,1276,874850.0,685.62
220050,202406,3511,2509077.0,714.63
220060,202406,1923,1294587.0,673.21
220070,202406,1704,1159707.0,680.58
220080,202406,578,407193.0,704.49
220090,202406,1210,803818.0,664.31
220095,202406,845,555877.0,657.84
220100,202406,955,652086.0,683.53
220105,202406,1476,1065739.0,722.05
220110,202406,2704,1840901.0,680.81
220115,202406,2631,1850106.0,703.19
220117,202406,932,622003.0,667.39
220120,202406,13665,9340854.0,683.61
220130,202406,764,543787.0,711.76
220140,202406,1525,1023955.0,671.45
220150,202406,5550,3816388.0,687.64
220155,202406,803,541983.0,675.79
220157,202406,768,495453.0,645.12
220160,202406,2176,1462952.0,672.31
220170,202406,1100,753373.0,684.88
220173,202406,1426,1006460.0,705.79
220177,202406,1818,1284765.0,706.69
220180,202406,819,536740.0,655.36
220190,202406,4867,3347186.0,688.01
220191,202406,1424,979093.0,687.57
220192,202406,1330,904827.0,680.32
220194,202406,1438,983042.0,683.62
220196,202406,1672,1142295.0,683.19
220198,202406,1108,748639.0,675.67
220200,202406,4314,3003342.0,696.35
220202,202406,1715,1164047.0,678.74
220205,202406,2239,1494819.0,667.63
220207,202406,533,367241.0,689.01
220208,202406,1126,791069.0,702.55
220209,202406,1199,818732.0,682.85
220210,202406,1414,934220.0,660.69
220211,202406,1224,821325.0,671.02
220213,202406,1195,802973.0,671.94
220217,202406,2210,1576088.0,713.16
220220,202406,10078,6674971.0,662.33
220225,202406,776,542090.0,698.57
220230,202406,4465,3011371.0,674.44
220240,202406,2636,1785916.0,677.51
220245,202406,1260,846077.0,671.49
220250,202406,2588,1781246.0,688.27
220253,202406,1284,895797.0,697.66
220255,202406,1547,1063053.0,687.17
220260,202406,3813,2676706.0,701.99
220265,202406,1406,983156.0,699.26
220270,202406,5722,4040793.0,706.19
220271,202406,1156,784929.0,679.0
220272,202406,1305,888806.0,681.08
220273,202406,910,628547.0,691.47
220275,202406,1697,1149671.0,677.47
220277,202406,1653,1101431.0,666.32
220280,202406,1445,983928.0,680.92
220285,202406,1327,881264.0,664.1
220290,202406,4403,3134863.0,711.98
220300,202406,1346,945088.0,702.15
220310,202406,2279,1617142.0,709.58
220320,202406,2229,1552229.0,696.38
220323,202406,1173,829008.0,706.74
220325,202406,924,648509.0,701.85
220327,202406,1350,922465.0,683.31
220330,202406,3946,2677743.0,678.6
220335,202406,1567,1085156.0,692.51
220340,202406,993,673225.0,677.97
220342,202406,1000,696543.0,696.54
220345,202406,2100,1447498.0,689.28
220350,202406,2095,1405127.0,670.71
220360,202406,947,640583.0,676.43
220370,202406,7825,5501092.0,703.19
220375,202406,1648,1154787.0,700.72
220380,202406,1105,742152.0,672.24
220385,202406,623,413541.0,663.79
220390,202406,7379,5065460.0,686.56
220400,202406,911,613577.0,673.52
